7933
8014	1230	4474	9396	0547	1837	5139
2773	6290	6197	2172	2109	3622	6075
9058	5401	7854	3807	9424	9178	1742
5641	0699	6016	2710	7284	0851	2537
7548	8711	1763	0133	9518	6975	0936
7423	2065	7741	4381	4567	8015	4187
6948	2333	8252	8912	5574	9809	5293
0918	7154	4546	3274	6388	2815	0979
8153	9071	2483	8957	6976	1315	5782
5340	1228	4823	8050	2538	1759	5088
8076	1082	0166	6804	7890	3212	8673
3059	1946	5631	1865	3097	6743	4549
8837	1505	7061	2446	5613	4863	0389
9070	6726	7853	0181	8074	4225	5109
9930	2067	8812	7335	5434	2267	4478
0989	8123	4786	8395	3519	7847	2704
8977	4152	1574	4753	5488	0339	7495
2650	9884	1719	3985	0365	6192	4091
8618	5460	1486	6512	4292	0159	6528
8306	2562	1390	0658	7581	5097	6876
1913	6178	4185	3711	8341	6836	9367
0171	3022	2685	4648	9836	8905	6121
3219	1029	7914	6301	1545	7132	2587
0809	7348	4262	6801	4504	9013	0238
5849	0610	4575	1094	9280	6434	8937
7354	3100	2703	6245	0487	4982	0361
1891	3659	5813	1152	9534	4963	1288
4867	8494	2718	0617	3194	7807	1036
8754	6249	4712	7006	1356	9044	0412
7340	9302	1264	6615	8396	5148	1932
3768	4379	9287	6891	1673	3462	9637
7315	2959	3098	2569	1848	9071	7849
9674	4032	1400	0590	2911	0232	1836
9584	8978	5240	7491	0814	2124	6018
2384	1701	0276	7193	3269	4838	6114
0623	1845	0488	4896	2490	5938	3084
1663	2580	2964	5935	3640	8215	9452
1196	8719	4575	1472	9263	7211	6584
3899	8567	

		4206	8314	0868	9826	0524
6704	0928	3556	7180	0151	4520	1462
8310	2047	3880	4707	3454	5379	6998
4652	7591	8004	9379	0594	4510	6074
4462	7596	3647	5307	4794	7951	9165
0418	3368	1301	3447	4738	1123	2679
2036	5707	4739	5378	1071	6920	0515
7613	2887	2635	5012	6621	3465	5290
9709	0983	8548	0260	4096	6247	8198
1031	0938	5968	9802	3684	5208	1875
6394	4560	3881	8044	3796	4098	5419
6586	3067	3384	0793	6160	9395	7371
8957	5394	5602	9960	7823	1730	3987
2709	9663	2856	5073	7609	9492	4080
7395	6115	5387	4359	3701	7152	5367
0155	0939	6768	3265	0292	2032	8620
1513	6900	1323	8940	4794	1319	5068
3786	3995	1332	6180	3795	3988	1974
0247	7950	4839	7291	0474	5969	6817
1831	7018	2174	1734	7257	8371	8901
3360	0573	5407	5161	1869	9391	7006
6234	8295	3093	5780	1594	9417	4960
3707	0695	3924	6397	9437	0353	3302
3139	7992	2616	2020	8056	4332	0927
2336	4787	6506	2328	3553	2801	3154
4257	4172	0906	3429	7836	2731	9023
2465	3685	5497	2915	2077	4283	3101
7725	8004	7320	4502	6967	3016	2396
1138	5001	1095	9462	4814	6050	8320
4426	2868	0676	7184	0433	2967	1702
2551	3761	4012	0576	1326	8715	4082
1132	1857	7792	2389	6311	1949	8068
2759	4332	5361	3188	1217	9758	5823
4014	9499	8384	8013	2163	3971	3125
5746	7898	1597	6956	0211	1538	6852
9630	4390	0843	2941	5081	3470	0635
8903	1885	7461	5903	1749	4006	7698
9710	6905	8064	1601	0780	7113	0408
5579	4634	8584	3077	9935	8947	3048
0031	7654	5161	6846	1964	4716	8294
5727	0986	2629	3717	0462	5388	4245
2362	1886	0878	3056	4715	7565	5191
7604	6722	1242	9633	5695	0681	9065
1451	2748	0963	8603	2436	0840	8580
3062	0405	3127	9279	4371	6765	5473
1781	5090	9348	4086	0478	4467	5530
7359	9837	6692	0779	0562	4795	9704
6584	4922	4624	9845	5277	0412	8856
6288	5662	8038	6828	9404	1493	8068
4663	7494	0419	7455	2562	4277	7376
9886	3928	5710	6829	0743	9294	2759
8371	4099	0992	2176	7939	3772	7956
8068	8549	3972	

			1759	8040	3319	2764
6306	5928	2080	4334	1476	8864	1588
6967	5506	7597	3449	9423	9892	0210
5644	4430	6398	0643	0972	3930	0799
4193	3715	1854	4688	1624	7146	6190
9316	7086	4462	8911	7448	0085	1254
5728	1405	6564	2705	7861	0235	6186
7252	9703	7324	7091	4570	5929	0403
1752	

5344
8312
1917
